,subjectId,duration,room,date,reasonsString,score,reasonsList,category,measure
1351,Fundamentos de Economía y Empresa,2,3302,2022-03-30 01:40:27+00:00,Triste,2,['Triste'],Estado anímico,
1351,Fundamentos de Economía y Empresa,2,3302,2022-03-30 01:40:27+00:00,Repetitivo,3,['Repetitivo'],Temario,
1351,Fundamentos de Economía y Empresa,2,3302,2022-03-30 01:40:27+00:00,Creatividad,5,['Creatividad'],Docente,
1351,Fundamentos de Economía y Empresa,2,3302,2022-03-30 01:40:27+00:00,Sin ruido,4,['Sin ruido'],Ambiente,noise
1352,Fundamentos de Economía y Empresa,2,1001,2022-03-30 01:40:27+00:00,Enérgico/a,5,['Enérgico/a'],Estado físico,
1352,Fundamentos de Economía y Empresa,2,1001,2022-03-30 01:40:27+00:00,Normal,5,['Normal'],Estado anímico,
1352,Fundamentos de Economía y Empresa,2,1001,2022-03-30 01:40:27+00:00,Repetitivo,2,['Repetitivo'],Temario,
1352,Fundamentos de Economía y Empresa,2,1001,2022-03-30 01:40:27+00:00,Buena organización,4,['Buena organización'],Docente,
1352,Fundamentos de Economía y Empresa,2,1001,2022-03-30 01:40:27+00:00,Ambiente denso,1,['Ambiente denso'],Ambiente,co2
1353,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-30 01:40:27+00:00,Normal,4,['Normal'],Estado físico,
1353,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-30 01:40:27+00:00,Contento/a,5,['Contento/a'],Estado anímico,
1353,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-30 01:40:27+00:00,Material adecuado,4,['Material adecuado'],Temario,
1353,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-30 01:40:27+00:00,Explicaciones entretenidas,4,['Explicaciones entretenidas'],Docente,
1353,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-30 01:40:27+00:00,Sin ruido,5,['Sin ruido'],Ambiente,noise
1354,Fundamentos de Economía y Empresa,2,3203,2022-03-30 01:40:27+00:00,Con dolor de cuello,1,['Con dolor de cuello'],Estado físico,
1354,Fundamentos de Economía y Empresa,2,3203,2022-03-30 01:40:27+00:00,Contento/a,5,['Contento/a'],Estado anímico,
1354,Fundamentos de Economía y Empresa,2,3203,2022-03-30 01:40:27+00:00,Poco práctico,2,['Poco práctico'],Temario,
1354,Fundamentos de Economía y Empresa,2,3203,2022-03-30 01:40:27+00:00,Mala organización,3,['Mala organización'],Docente,
1354,Fundamentos de Economía y Empresa,2,3203,2022-03-30 01:40:27+00:00,Sin ruido,4,['Sin ruido'],Ambiente,noise
1355,Fundamentos de Economía y Empresa,2,3302,2022-03-30 01:40:27+00:00,Con dolor de cabeza,3,['Con dolor de cabeza'],Estado físico,
1355,Fundamentos de Economía y Empresa,2,3302,2022-03-30 01:40:27+00:00,Aburrido/a,2,['Aburrido/a'],Estado anímico,
1355,Fundamentos de Economía y Empresa,2,3302,2022-03-30 01:40:27+00:00,Material limitado,2,['Material limitado'],Temario,
1355,Fundamentos de Economía y Empresa,2,3302,2022-03-30 01:40:27+00:00,Mala organización,1,['Mala organización'],Docente,
1355,Fundamentos de Economía y Empresa,2,3302,2022-03-30 01:40:27+00:00,Demasiado frío,3,['Demasiado frío'],Ambiente,temperature
1356,Fundamentos de Economía y Empresa,2,3203,2022-03-30 01:40:27+00:00,Con dolor de cabeza,2,['Con dolor de cabeza'],Estado físico,
1356,Fundamentos de Economía y Empresa,2,3203,2022-03-30 01:40:27+00:00,Eufórico/a,5,['Eufórico/a'],Estado anímico,
1356,Fundamentos de Economía y Empresa,2,3203,2022-03-30 01:40:27+00:00,Poco práctico,2,['Poco práctico'],Temario,
1356,Fundamentos de Economía y Empresa,2,3203,2022-03-30 01:40:27+00:00,Poca creatividad,1,['Poca creatividad'],Docente,
1356,Fundamentos de Economía y Empresa,2,3203,2022-03-30 01:40:27+00:00,Demasiado ruido,3,['Demasiado ruido'],Ambiente,noise
1357,Fundamentos de Economía y Empresa,2,3302,2022-03-30 01:40:27+00:00,Con dolor de espalda,2,['Con dolor de espalda'],Estado físico,
1357,Fundamentos de Economía y Empresa,2,3302,2022-03-30 01:40:27+00:00,Contento/a,5,['Contento/a'],Estado anímico,
1357,Fundamentos de Economía y Empresa,2,3302,2022-03-30 01:40:27+00:00,Material adecuado,5,['Material adecuado'],Temario,
1357,Fundamentos de Economía y Empresa,2,3302,2022-03-30 01:40:27+00:00,Poca cooperación,1,['Poca cooperación'],Docente,
1357,Fundamentos de Economía y Empresa,2,3302,2022-03-30 01:40:27+00:00,Ambiente denso,1,['Ambiente denso'],Ambiente,co2
1358,Fundamentos de Economía y Empresa,2,1001,2022-03-30 01:40:27+00:00,Agotado/a,3,['Agotado/a'],Estado físico,
1358,Fundamentos de Economía y Empresa,2,1001,2022-03-30 01:40:27+00:00,Normal,3,['Normal'],Estado anímico,
1358,Fundamentos de Economía y Empresa,2,1001,2022-03-30 01:40:27+00:00,Temario bien estructurado,5,['Temario bien estructurado'],Temario,
1358,Fundamentos de Economía y Empresa,2,1001,2022-03-30 01:40:27+00:00,Creatividad,5,['Creatividad'],Docente,
1358,Fundamentos de Economía y Empresa,2,1001,2022-03-30 01:40:27+00:00,Iluminación correcta,4,['Iluminación correcta'],Ambiente,luminosity
1359,Fundamentos de Economía y Empresa,2,3301,2022-03-30 01:40:27+00:00,Con dolor de cabeza,2,['Con dolor de cabeza'],Estado físico,
1359,Fundamentos de Economía y Empresa,2,3301,2022-03-30 01:40:27+00:00,Con ansiedad,3,['Con ansiedad'],Estado anímico,
1359,Fundamentos de Economía y Empresa,2,3301,2022-03-30 01:40:27+00:00,Muy práctico,4,['Muy práctico'],Temario,
1359,Fundamentos de Economía y Empresa,2,3301,2022-03-30 01:40:27+00:00,Paciencia,5,['Paciencia'],Docente,
1359,Fundamentos de Economía y Empresa,2,3301,2022-03-30 01:40:27+00:00,Demasiado ruido,2,['Demasiado ruido'],Ambiente,noise
1360,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-30 02:45:05+00:00,Con hambre o sed,3,['Con hambre o sed'],Estado físico,
1360,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-30 02:45:05+00:00,Contento/a,3,['Contento/a'],Estado anímico,
1360,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-30 02:45:05+00:00,Repetitivo,3,['Repetitivo'],Temario,
1360,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-30 02:45:05+00:00,Buena actitud,5,['Buena actitud'],Docente,
1360,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-30 02:45:05+00:00,Demasiado calor,2,['Demasiado calor'],Ambiente,temperature
1361,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-30 02:45:05+00:00,Con dolor de cabeza,2,['Con dolor de cabeza'],Estado físico,
1361,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-30 02:45:05+00:00,Estresado/a,1,['Estresado/a'],Estado anímico,
1361,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-30 02:45:05+00:00,Material adecuado,5,['Material adecuado'],Temario,
1361,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-30 02:45:05+00:00,Explicaciones aburridas,2,['Explicaciones aburridas'],Docente,
1361,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-30 02:45:05+00:00,Sin ruido,5,['Sin ruido'],Ambiente,noise
1362,Fundamentos de Economía y Empresa,2,3203,2022-03-30 02:45:05+00:00,Enérgico/a,5,['Enérgico/a'],Estado físico,
1362,Fundamentos de Economía y Empresa,2,3203,2022-03-30 02:45:05+00:00,Aburrido/a,1,['Aburrido/a'],Estado anímico,
1362,Fundamentos de Economía y Empresa,2,3203,2022-03-30 02:45:05+00:00,Interesante,4,['Interesante'],Temario,
1362,Fundamentos de Economía y Empresa,2,3203,2022-03-30 02:45:05+00:00,Dinamismo,5,['Dinamismo'],Docente,
1362,Fundamentos de Economía y Empresa,2,3203,2022-03-30 02:45:05+00:00,Iluminación correcta,4,['Iluminación correcta'],Ambiente,luminosity
1363,Fundamentos de Economía y Empresa,2,1001,2022-03-30 02:45:05+00:00,Enérgico/a,4,['Enérgico/a'],Estado físico,
1363,Fundamentos de Economía y Empresa,2,1001,2022-03-30 02:45:05+00:00,Triste,2,['Triste'],Estado anímico,
1363,Fundamentos de Economía y Empresa,2,1001,2022-03-30 02:45:05+00:00,Material adecuado,3,['Material adecuado'],Temario,
1363,Fundamentos de Economía y Empresa,2,1001,2022-03-30 02:45:05+00:00,Paciencia,4,['Paciencia'],Docente,
1363,Fundamentos de Economía y Empresa,2,1001,2022-03-30 02:45:05+00:00,Demasiado calor,2,['Demasiado calor'],Ambiente,temperature
1364,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-30 02:45:05+00:00,Con dolor de espalda,3,['Con dolor de espalda'],Estado físico,
1364,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-30 02:45:05+00:00,Estresado/a,1,['Estresado/a'],Estado anímico,
1364,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-30 02:45:05+00:00,Material adecuado,5,['Material adecuado'],Temario,
1364,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-30 02:45:05+00:00,Dinamismo,5,['Dinamismo'],Docente,
1364,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-30 02:45:05+00:00,Sin ruido,5,['Sin ruido'],Ambiente,noise
1365,Fundamentos de Economía y Empresa,2,3203,2022-03-30 02:45:05+00:00,Agotado/a,2,['Agotado/a'],Estado físico,
1365,Fundamentos de Economía y Empresa,2,3203,2022-03-30 02:45:05+00:00,Estresado/a,3,['Estresado/a'],Estado anímico,
1365,Fundamentos de Economía y Empresa,2,3203,2022-03-30 02:45:05+00:00,Repetitivo,1,['Repetitivo'],Temario,
1365,Fundamentos de Economía y Empresa,2,3203,2022-03-30 02:45:05+00:00,Poca cooperación,2,['Poca cooperación'],Docente,
1365,Fundamentos de Economía y Empresa,2,3203,2022-03-30 02:45:05+00:00,Iluminación correcta,5,['Iluminación correcta'],Ambiente,luminosity
1366,Fundamentos de Economía y Empresa,2,1001,2022-03-30 02:45:05+00:00,Normal,4,['Normal'],Estado físico,
1366,Fundamentos de Economía y Empresa,2,1001,2022-03-30 02:45:05+00:00,Triste,1,['Triste'],Estado anímico,
1366,Fundamentos de Economía y Empresa,2,1001,2022-03-30 02:45:05+00:00,Muy práctico,4,['Muy práctico'],Temario,
1366,Fundamentos de Economía y Empresa,2,1001,2022-03-30 02:45:05+00:00,Creatividad,5,['Creatividad'],Docente,
1366,Fundamentos de Economía y Empresa,2,1001,2022-03-30 02:45:05+00:00,Poca luz,3,['Poca luz'],Ambiente,luminosity
1367,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-30 02:45:05+00:00,Enfermo/a,1,['Enfermo/a'],Estado físico,
1367,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-30 02:45:05+00:00,Con ansiedad,2,['Con ansiedad'],Estado anímico,
1367,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-30 02:45:05+00:00,Repetitivo,1,['Repetitivo'],Temario,
1367,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-30 02:45:05+00:00,Buena actitud,4,['Buena actitud'],Docente,
1367,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-30 02:45:05+00:00,Sin ruido,3,['Sin ruido'],Ambiente,noise
1368,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-30 02:45:05+00:00,Enérgico/a,4,['Enérgico/a'],Estado físico,
1368,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-30 02:45:05+00:00,Eufórico/a,3,['Eufórico/a'],Estado anímico,
1368,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-30 02:45:05+00:00,Temario bien estructurado,5,['Temario bien estructurado'],Temario,
1368,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-30 02:45:05+00:00,Explicaciones aburridas,1,['Explicaciones aburridas'],Docente,
1368,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-30 02:45:05+00:00,Temperatura perfecta,4,['Temperatura perfecta'],Ambiente,
1369,Fundamentos de Economía y Empresa,2,3301,2022-03-30 02:45:05+00:00,Agotado/a,2,['Agotado/a'],Estado físico,
1369,Fundamentos de Economía y Empresa,2,3301,2022-03-30 02:45:05+00:00,Aburrido/a,2,['Aburrido/a'],Estado anímico,
1369,Fundamentos de Economía y Empresa,2,3301,2022-03-30 02:45:05+00:00,Muy práctico,5,['Muy práctico'],Temario,
1369,Fundamentos de Economía y Empresa,2,3301,2022-03-30 02:45:05+00:00,Poca cooperación,1,['Poca cooperación'],Docente,
1369,Fundamentos de Economía y Empresa,2,3301,2022-03-30 02:45:05+00:00,Sin ruido,5,['Sin ruido'],Ambiente,noise
1370,Fundamentos de Economía y Empresa,2,1001,2022-03-31 00:27:30+00:00,Con hambre o sed,3,['Con hambre o sed'],Estado físico,
1370,Fundamentos de Economía y Empresa,2,1001,2022-03-31 00:27:30+00:00,Cansado/a,2,['Cansado/a'],Estado anímico,
1370,Fundamentos de Economía y Empresa,2,1001,2022-03-31 00:27:30+00:00,Interesante,4,['Interesante'],Temario,
1370,Fundamentos de Economía y Empresa,2,1001,2022-03-31 00:27:30+00:00,Poca cooperación,1,['Poca cooperación'],Docente,
1370,Fundamentos de Economía y Empresa,2,1001,2022-03-31 00:27:30+00:00,Ambiente agradable,5,['Ambiente agradable'],Ambiente,co2
1371,Fundamentos de Economía y Empresa,2,3104,2022-03-31 00:27:30+00:00,Enfermo/a,3,['Enfermo/a'],Estado físico,
1371,Fundamentos de Economía y Empresa,2,3104,2022-03-31 00:27:30+00:00,Eufórico/a,4,['Eufórico/a'],Estado anímico,
1371,Fundamentos de Economía y Empresa,2,3104,2022-03-31 00:27:30+00:00,Temario bien estructurado,5,['Temario bien estructurado'],Temario,
1371,Fundamentos de Economía y Empresa,2,3104,2022-03-31 00:27:30+00:00,Poco dinamismo,2,['Poco dinamismo'],Docente,
1371,Fundamentos de Economía y Empresa,2,3104,2022-03-31 00:27:30+00:00,Demasiado ruido,1,['Demasiado ruido'],Ambiente,noise
1372,Fundamentos de Economía y Empresa,2,1001,2022-03-31 00:27:30+00:00,Con dolor de cabeza,2,['Con dolor de cabeza'],Estado físico,
1372,Fundamentos de Economía y Empresa,2,1001,2022-03-31 00:27:30+00:00,Normal,3,['Normal'],Estado anímico,
1372,Fundamentos de Economía y Empresa,2,1001,2022-03-31 00:27:30+00:00,Material adecuado,5,['Material adecuado'],Temario,
1372,Fundamentos de Economía y Empresa,2,1001,2022-03-31 00:27:30+00:00,Poco dinamismo,1,['Poco dinamismo'],Docente,
1372,Fundamentos de Economía y Empresa,2,1001,2022-03-31 00:27:30+00:00,Ambiente agradable,5,['Ambiente agradable'],Ambiente,co2
1373,Fundamentos de Economía y Empresa,2,3301,2022-03-31 00:27:30+00:00,Agotado/a,3,['Agotado/a'],Estado físico,
1373,Fundamentos de Economía y Empresa,2,3301,2022-03-31 00:27:30+00:00,Motivado/a,3,['Motivado/a'],Estado anímico,
1373,Fundamentos de Economía y Empresa,2,3301,2022-03-31 00:27:30+00:00,Interesante,3,['Interesante'],Temario,
1373,Fundamentos de Economía y Empresa,2,3301,2022-03-31 00:27:30+00:00,Buena actitud,5,['Buena actitud'],Docente,
1373,Fundamentos de Economía y Empresa,2,3301,2022-03-31 00:27:30+00:00,Demasiado calor,3,['Demasiado calor'],Ambiente,temperature
1374,Fundamentos de Economía y Empresa,2,3302,2022-03-31 00:27:30+00:00,Enérgico/a,5,['Enérgico/a'],Estado físico,
1374,Fundamentos de Economía y Empresa,2,3302,2022-03-31 00:27:30+00:00,Aburrido/a,1,['Aburrido/a'],Estado anímico,
1374,Fundamentos de Economía y Empresa,2,3302,2022-03-31 00:27:30+00:00,Repetitivo,2,['Repetitivo'],Temario,
1374,Fundamentos de Economía y Empresa,2,3302,2022-03-31 00:27:30+00:00,Creatividad,3,['Creatividad'],Docente,
1374,Fundamentos de Economía y Empresa,2,3302,2022-03-31 00:27:30+00:00,Demasiado calor,3,['Demasiado calor'],Ambiente,temperature
1375,Fundamentos de Economía y Empresa,2,3104,2022-03-31 00:27:30+00:00,Con hambre o sed,2,['Con hambre o sed'],Estado físico,
1375,Fundamentos de Economía y Empresa,2,3104,2022-03-31 00:27:30+00:00,Contento/a,3,['Contento/a'],Estado anímico,
1375,Fundamentos de Economía y Empresa,2,3104,2022-03-31 00:27:30+00:00,Material adecuado,5,['Material adecuado'],Temario,
1375,Fundamentos de Economía y Empresa,2,3104,2022-03-31 00:27:30+00:00,Paciencia,4,['Paciencia'],Docente,
1375,Fundamentos de Economía y Empresa,2,3104,2022-03-31 00:27:30+00:00,Iluminación correcta,4,['Iluminación correcta'],Ambiente,luminosity
1376,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-31 00:27:30+00:00,Enérgico/a,5,['Enérgico/a'],Estado físico,
1376,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-31 00:27:30+00:00,Contento/a,4,['Contento/a'],Estado anímico,
1376,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-31 00:27:30+00:00,Temario denso,3,['Temario denso'],Temario,
1376,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-31 00:27:30+00:00,Poca cooperación,1,['Poca cooperación'],Docente,
1376,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-31 00:27:30+00:00,Ambiente denso,3,['Ambiente denso'],Ambiente,co2
1377,Fundamentos de Economía y Empresa,2,3104,2022-03-31 00:27:30+00:00,Normal,4,['Normal'],Estado físico,
1377,Fundamentos de Economía y Empresa,2,3104,2022-03-31 00:27:30+00:00,Motivado/a,4,['Motivado/a'],Estado anímico,
1377,Fundamentos de Economía y Empresa,2,3104,2022-03-31 00:27:30+00:00,Interesante,4,['Interesante'],Temario,
1377,Fundamentos de Economía y Empresa,2,3104,2022-03-31 00:27:30+00:00,Mala organización,1,['Mala organización'],Docente,
1377,Fundamentos de Economía y Empresa,2,3104,2022-03-31 00:27:30+00:00,Poca luz,3,['Poca luz'],Ambiente,luminosity
1378,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-31 00:27:30+00:00,Normal,4,['Normal'],Estado físico,
1378,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-31 00:27:30+00:00,Agobiado/a,1,['Agobiado/a'],Estado anímico,
1378,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-31 00:27:30+00:00,Material limitado,3,['Material limitado'],Temario,
1378,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-31 00:27:30+00:00,Buena actitud,4,['Buena actitud'],Docente,
1378,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-31 00:27:30+00:00,Demasiado ruido,2,['Demasiado ruido'],Ambiente,noise
1379,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-31 00:27:30+00:00,Enérgico/a,5,['Enérgico/a'],Estado físico,
1379,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-31 00:27:30+00:00,Estresado/a,1,['Estresado/a'],Estado anímico,
1379,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-31 00:27:30+00:00,Material adecuado,4,['Material adecuado'],Temario,
1379,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-31 00:27:30+00:00,Poca creatividad,2,['Poca creatividad'],Docente,
1379,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-31 00:27:30+00:00,Sin ruido,5,['Sin ruido'],Ambiente,noise
1380,Fundamentos de Economía y Empresa,2,1001,2022-03-31 02:55:36+00:00,Agotado/a,1,['Agotado/a'],Estado físico,
1380,Fundamentos de Economía y Empresa,2,1001,2022-03-31 02:55:36+00:00,Motivado/a,5,['Motivado/a'],Estado anímico,
1380,Fundamentos de Economía y Empresa,2,1001,2022-03-31 02:55:36+00:00,Interesante,5,['Interesante'],Temario,
1380,Fundamentos de Economía y Empresa,2,1001,2022-03-31 02:55:36+00:00,Buena actitud,4,['Buena actitud'],Docente,
1380,Fundamentos de Economía y Empresa,2,1001,2022-03-31 02:55:36+00:00,Temperatura perfecta,3,['Temperatura perfecta'],Ambiente,
1381,Fundamentos de Economía y Empresa,2,3302,2022-03-31 02:55:36+00:00,Con dolor de espalda,2,['Con dolor de espalda'],Estado físico,
1381,Fundamentos de Economía y Empresa,2,3302,2022-03-31 02:55:36+00:00,Estresado/a,2,['Estresado/a'],Estado anímico,
1381,Fundamentos de Economía y Empresa,2,3302,2022-03-31 02:55:36+00:00,Temario bien estructurado,5,['Temario bien estructurado'],Temario,
1381,Fundamentos de Economía y Empresa,2,3302,2022-03-31 02:55:36+00:00,Mala organización,1,['Mala organización'],Docente,
1381,Fundamentos de Economía y Empresa,2,3302,2022-03-31 02:55:36+00:00,Iluminación correcta,4,['Iluminación correcta'],Ambiente,luminosity
1382,Fundamentos de Economía y Empresa,2,1001,2022-03-31 02:55:36+00:00,Enérgico/a,5,['Enérgico/a'],Estado físico,
1382,Fundamentos de Economía y Empresa,2,1001,2022-03-31 02:55:36+00:00,Agobiado/a,2,['Agobiado/a'],Estado anímico,
1382,Fundamentos de Economía y Empresa,2,1001,2022-03-31 02:55:36+00:00,Material limitado,2,['Material limitado'],Temario,
1382,Fundamentos de Economía y Empresa,2,1001,2022-03-31 02:55:36+00:00,Explicaciones aburridas,3,['Explicaciones aburridas'],Docente,
1382,Fundamentos de Economía y Empresa,2,1001,2022-03-31 02:55:36+00:00,Demasiado ruido,2,['Demasiado ruido'],Ambiente,noise
1383,Fundamentos de Economía y Empresa,2,1001,2022-03-31 02:55:36+00:00,Con dolor de espalda,1,['Con dolor de espalda'],Estado físico,
1383,Fundamentos de Economía y Empresa,2,1001,2022-03-31 02:55:36+00:00,Contento/a,4,['Contento/a'],Estado anímico,
1383,Fundamentos de Economía y Empresa,2,1001,2022-03-31 02:55:36+00:00,Material limitado,1,['Material limitado'],Temario,
1383,Fundamentos de Economía y Empresa,2,1001,2022-03-31 02:55:36+00:00,Creatividad,5,['Creatividad'],Docente,
1383,Fundamentos de Economía y Empresa,2,1001,2022-03-31 02:55:36+00:00,Poca luz,1,['Poca luz'],Ambiente,luminosity
1384,Fundamentos de Economía y Empresa,2,3301,2022-03-31 02:55:36+00:00,Enérgico/a,5,['Enérgico/a'],Estado físico,
1384,Fundamentos de Economía y Empresa,2,3301,2022-03-31 02:55:36+00:00,Cansado/a,2,['Cansado/a'],Estado anímico,
1384,Fundamentos de Economía y Empresa,2,3301,2022-03-31 02:55:36+00:00,Interesante,3,['Interesante'],Temario,
1384,Fundamentos de Economía y Empresa,2,3301,2022-03-31 02:55:36+00:00,Poco dinamismo,1,['Poco dinamismo'],Docente,
1384,Fundamentos de Economía y Empresa,2,3301,2022-03-31 02:55:36+00:00,Temperatura perfecta,3,['Temperatura perfecta'],Ambiente,
1385,Fundamentos de Economía y Empresa,2,1001,2022-03-31 02:55:36+00:00,Con dolor de espalda,2,['Con dolor de espalda'],Estado físico,
1385,Fundamentos de Economía y Empresa,2,1001,2022-03-31 02:55:36+00:00,Aburrido/a,2,['Aburrido/a'],Estado anímico,
1385,Fundamentos de Economía y Empresa,2,1001,2022-03-31 02:55:36+00:00,Material limitado,2,['Material limitado'],Temario,
1385,Fundamentos de Economía y Empresa,2,1001,2022-03-31 02:55:36+00:00,Poco dinamismo,3,['Poco dinamismo'],Docente,
1385,Fundamentos de Economía y Empresa,2,1001,2022-03-31 02:55:36+00:00,Demasiado ruido,1,['Demasiado ruido'],Ambiente,noise
1386,Fundamentos de Economía y Empresa,2,3302,2022-03-31 02:55:36+00:00,Con dolor de cabeza,2,['Con dolor de cabeza'],Estado físico,
1386,Fundamentos de Economía y Empresa,2,3302,2022-03-31 02:55:36+00:00,Triste,2,['Triste'],Estado anímico,
1386,Fundamentos de Economía y Empresa,2,3302,2022-03-31 02:55:36+00:00,Material limitado,2,['Material limitado'],Temario,
1386,Fundamentos de Economía y Empresa,2,3302,2022-03-31 02:55:36+00:00,Poca paciencia,1,['Poca paciencia'],Docente,
1386,Fundamentos de Economía y Empresa,2,3302,2022-03-31 02:55:36+00:00,Sin ruido,4,['Sin ruido'],Ambiente,noise
1387,Fundamentos de Economía y Empresa,2,3104,2022-03-31 02:55:36+00:00,Con dolor de espalda,3,['Con dolor de espalda'],Estado físico,
1387,Fundamentos de Economía y Empresa,2,3104,2022-03-31 02:55:36+00:00,Contento/a,4,['Contento/a'],Estado anímico,
1387,Fundamentos de Economía y Empresa,2,3104,2022-03-31 02:55:36+00:00,Temario denso,3,['Temario denso'],Temario,
1387,Fundamentos de Economía y Empresa,2,3104,2022-03-31 02:55:36+00:00,Poca creatividad,1,['Poca creatividad'],Docente,
1387,Fundamentos de Economía y Empresa,2,3104,2022-03-31 02:55:36+00:00,Poca luz,1,['Poca luz'],Ambiente,luminosity
1388,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-31 02:55:36+00:00,Normal,4,['Normal'],Estado físico,
1388,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-31 02:55:36+00:00,Eufórico/a,4,['Eufórico/a'],Estado anímico,
1388,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-31 02:55:36+00:00,Interesante,4,['Interesante'],Temario,
1388,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-31 02:55:36+00:00,Dinamismo,4,['Dinamismo'],Docente,
1388,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-31 02:55:36+00:00,Demasiado frío,2,['Demasiado frío'],Ambiente,temperature
1389,Fundamentos de Economía y Empresa,2,1001,2022-03-31 02:55:36+00:00,Con hambre o sed,1,['Con hambre o sed'],Estado físico,
1389,Fundamentos de Economía y Empresa,2,1001,2022-03-31 02:55:36+00:00,Triste,1,['Triste'],Estado anímico,
1389,Fundamentos de Economía y Empresa,2,1001,2022-03-31 02:55:36+00:00,Temario bien estructurado,5,['Temario bien estructurado'],Temario,
1389,Fundamentos de Economía y Empresa,2,1001,2022-03-31 02:55:36+00:00,Mala organización,2,['Mala organización'],Docente,
1389,Fundamentos de Economía y Empresa,2,1001,2022-03-31 02:55:36+00:00,Demasiado frío,2,['Demasiado frío'],Ambiente,temperature
1390,Fundamentos de Economía y Empresa,2,3302,2022-03-31 02:59:56+00:00,Con dolor de cabeza,3,['Con dolor de cabeza'],Estado físico,
1390,Fundamentos de Economía y Empresa,2,3302,2022-03-31 02:59:56+00:00,Eufórico/a,5,['Eufórico/a'],Estado anímico,
1390,Fundamentos de Economía y Empresa,2,3302,2022-03-31 02:59:56+00:00,Muy práctico,4,['Muy práctico'],Temario,
1390,Fundamentos de Economía y Empresa,2,3302,2022-03-31 02:59:56+00:00,Poca cooperación,1,['Poca cooperación'],Docente,
1390,Fundamentos de Economía y Empresa,2,3302,2022-03-31 02:59:56+00:00,Ambiente agradable,5,['Ambiente agradable'],Ambiente,co2
1391,Fundamentos de Economía y Empresa,2,1001,2022-03-31 02:59:56+00:00,Normal,4,['Normal'],Estado físico,
1391,Fundamentos de Economía y Empresa,2,1001,2022-03-31 02:59:56+00:00,Estresado/a,1,['Estresado/a'],Estado anímico,
1391,Fundamentos de Economía y Empresa,2,1001,2022-03-31 02:59:56+00:00,Interesante,5,['Interesante'],Temario,
1391,Fundamentos de Economía y Empresa,2,1001,2022-03-31 02:59:56+00:00,Creatividad,5,['Creatividad'],Docente,
1391,Fundamentos de Economía y Empresa,2,1001,2022-03-31 02:59:56+00:00,Sin ruido,5,['Sin ruido'],Ambiente,noise
1392,Fundamentos de Economía y Empresa,2,3203,2022-03-31 02:59:56+00:00,Con dolor de cuello,3,['Con dolor de cuello'],Estado físico,
1392,Fundamentos de Economía y Empresa,2,3203,2022-03-31 02:59:56+00:00,Triste,2,['Triste'],Estado anímico,
1392,Fundamentos de Economía y Empresa,2,3203,2022-03-31 02:59:56+00:00,Material limitado,2,['Material limitado'],Temario,
